Policy ID,Policy Type,Scope,Target Type,Target Value,Category Name,Node Type,Status,Projects,Created By,Created At
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.retrieverWorkflow,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.sentimentAnalysis,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.textClassifier,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.textSplitterCharacterTextSplitter,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.textSplitterRecursiveCharacterTextSplitter,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.textSplitterTokenSplitter,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.toolCalculator,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.toolCode,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.toolExecutor,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.toolHttpRequest,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.toolSearXng,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.toolThink,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.toolVectorStore,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.toolWorkflow,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreChromaDB,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreInMemory,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreInMemoryInsert,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreInMemoryLoad,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreMilvus,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreMongoDBAtlas,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStorePGVector,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStorePinecone,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStorePineconeInsert,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStorePineconeLoad,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreQdrant,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreRedis,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreSupabase,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreSupabaseInsert,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreSupabaseLoad,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreWeaviate,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreZep,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreZepInsert,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,@n8n/n8n-nodes-langchain.vectorStoreZepLoad,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.aggregate,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.aiTransform,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.amqp,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.amqpTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.amqpTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.bitbucketTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.code,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.compareDatasets,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.compression,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.compressionTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.cron,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.crypto,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.cryptoTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.dataTable,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.dataTableTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.dateTime,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.dateTimeTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.editImage,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.elasticsearch,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.elasticsearchTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.elasticSecurity,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.elasticSecurityTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.emailReadImap,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.emailReadImapTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.emailSend,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.emailSendTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.errorTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.evaluation,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.evaluationTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.executeWorkflow,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.executeWorkflowTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.executionData,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.extractFromFile,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.filter,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.form,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.formTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.ftp,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.function,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.functionItem,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.git,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.github,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.githubTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.githubTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.gitlab,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.gitlabTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.gitlabTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.gitTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.grafana,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.grafanaTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.graphql,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.graphqlTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.html,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.htmlExtract,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.httpRequest,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.httpRequestTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.iCal,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.if,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.interval,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.itemLists,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.jenkins,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.jenkinsTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.jira,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.jiraTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.jiraTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.kafka,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.kafkaTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.kafkaTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.limit,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.manualTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.markdown,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.merge,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.mondayCom,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.mondayComTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.mongoDb,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.mongoDbTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.moveBinaryData,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.mqtt,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.mqttTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.mqttTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.n8n,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.n8nTrainingCustomerDatastore,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.n8nTrainingCustomerMessenger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.n8nTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.noOp,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.openAi,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.oracleDatabase,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.oracleDatabaseTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.postgres,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.postgresTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.postgresTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.rabbitmq,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.rabbitmqTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.rabbitmqTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.readBinaryFile,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.readBinaryFiles,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.readPDF,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.readWriteFile,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.redis,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.redisTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.redisTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.removeDuplicates,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.renameKeys,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.respondToWebhook,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.salesforce,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.salesforceTool,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.salesforceTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
NnSLNvhrasoOU2hB,allow,global,category,core-essential,Core Essential,n8n-nodes-base.scheduleTrigger,Allowed,All (Global),tzaci.shaiovitch@amdocs.com,2026-01-25 13:04:52.028+00
